"JuhtumId","ToimKpv","ToimKell","ToimNadalapaev","ToimLoppKpv","ToimLoppKell","SyndmusLiik","SyndmusTaiendavStatLiik","SissetungimiseLiik","Valve","Seadus","Paragrahv","ParagrahvTais","Loige","Punkt","RikutudOigusnorm","Kahjusumma","KohtLiik","MaakondNimetus","ValdLinnNimetus","KohtNimetus","Lest_X_1","Lest_X_2","Lest_Y_1","Lest_Y_2","SoidukLiik","SoidukMark","SoidukVlAasta","SyyteoLiik","L-EST","Coord_X","Coord_Y"
"619c89fa-1beb-18d7-a4d9-b5dccafb9b0e","2019-08-02","19:00","Reede     ","2019-08-02","20:00","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737000","737499","","",NA,"KT","6589249.5,737249.5",59.37475781,28.17595009
"619c8dc4-1beb-18d7-a4d9-b5dccafb9b0e","2019-08-02","01:00","Reede     ","2019-08-03","03:00","VARGUS","MUU_VARGUS","LEITUD_VOTMEGA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 2.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737000","737499","","",NA,"KT","6589249.5,737249.5",59.37475781,28.17595009
"e18ae246-1732-18d7-a4d9-b5dccafb9b0e","2019-07-31","02:00","Kolmapäev","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588000","6588499","737000","737499","","",NA,"VT","6588249.5,737249.5",59.36579873,28.17485599
"c0ebc2d2-13fc-18d7-a4d9-b5dccafb9b0e","2019-07-25","15:00","Neljapäev","","","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","736500","736999","","",NA,"VT","6589249.5,736749.5",59.37503676,28.16717198
"c0ebc002-13fc-18d7-a4d9-b5dccafb9b0e","2019-07-24","23:25","Kolmapäev","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737500","737999","","",NA,"VT","6589249.5,737749.5",59.37447828,28.18472805
"c0ebb74c-13fc-18d7-a4d9-b5dccafb9b0e","2019-07-21","18:00","Pühapäev","","","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737500","737999","","",NA,"VT","6590249.5,737749.5",59.38343725,28.18582501
"c0ebb8be-13fc-18d7-a4d9-b5dccafb9b0e","2019-07-21","13:30","Pühapäev","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737500","737999","","",NA,"VT","6589249.5,737749.5",59.37447828,28.18472805
"619c8568-1beb-18d7-a4d9-b5dccafb9b0e","2019-07-15","08:00","Esmaspäev","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737000","737499","","",NA,"VT","6590249.5,737249.5",59.38371686,28.17704476
"c0ebb1de-13fc-18d7-a4d9-b5dccafb9b0e","2019-07-06","","Laupäev  ","","","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 201.","§ 201. Omastamine","lg. 2.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737000","737499","","",NA,"KT","6590249.5,737249.5",59.38371686,28.17704476
"16f46512-05de-18d7-848e-e2a32f181fb3","2019-07-05","18:00","Reede     ","2019-07-06","00:30","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 2.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","736500","736999","","",NA,"KT","6590249.5,736749.5",59.38399587,28.16826436
"9f7e276e-faf4-18d6-bc7e-cc9418a66bfe","2019-06-21","09:48","Reede     ","","","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590500","6590999","736500","736999","","",NA,"VT","6590749.5,736749.5",59.38847542,28.16881077
"9f7e1e0e-faf4-18d6-bc7e-cc9418a66bfe","2019-06-18","10:37","Teisipäev","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","736500","736999","","",NA,"VT","6589749.5,736749.5",59.37951632,28.1677181
"e7bea5f4-f300-18d6-bc7e-cc9418a66bfe","2019-06-12","11:30","Kolmapäev","","","ROOVIMINE","MUU_ROOVIMINE","UKS_LUKUSTAMATA","ILMA_VALVETA","Karistusseadustik","§ 200.","§ 200. Röövimine","lg. 1.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737500","737999","","",NA,"KT","6590249.5,737749.5",59.38343725,28.18582501
"ddeb4004-ed84-18d6-a3dd-eb9292103af1","2019-06-01","23:00","Laupäev  ","2019-06-02","21:00","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588000","6588499","737500","737999","","",NA,"VT","6588249.5,737749.5",59.36551927,28.18363167
"ddeb493c-ed84-18d6-a3dd-eb9292103af1","2019-05-31","01:50","Reede     ","","","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6591000","6591499","737000","737499","","",NA,"VT","6591249.5,737249.5",59.39267586,28.17814
"ddeb3a00-ed84-18d6-a3dd-eb9292103af1","2019-05-28","23:00","Teisipäev","2019-05-29","07:00","VARGUS","MOBIILTELEFONIVARGUS,MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","738000","738499","","",NA,"KT","6589249.5,738249.5",59.37419816,28.19350587
"45f70716-d45b-18d6-a3dd-eb9292103af1","2019-05-05","17:00","Pühapäev","","","MUU,VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588000","6588499","737500","737999","","",NA,"VT","6588249.5,737749.5",59.36551927,28.18363167
"45f70680-d45b-18d6-a3dd-eb9292103af1","2019-05-05","07:30","Pühapäev","2019-05-05","12:00","MUU,VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588000","6588499","738500","738999","","",NA,"VT","6588249.5,738749.5",59.36495859,28.20118259
"538d12ae-31e3-18d7-9877-dc9805fcc7e7","2019-04-25","","Neljapäev","2019-05-15","","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","737500","737999","","",NA,"KT","6589749.5,737749.5",59.37895777,28.18527646
"efd6ef24-c959-18d6-a3dd-eb9292103af1","2019-04-19","21:00","Reede     ","2019-04-20","19:00","MUU","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737500","737999","","",NA,"VT","6590249.5,737749.5",59.38343725,28.18582501
"b5eb14fe-cede-18d6-a3dd-eb9292103af1","2019-04-19","20:39","Reede     ","","","MUU","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588000","6588499","738000","738499","","",NA,"VT","6588249.5,738249.5",59.36523922,28.1924072
"1d316348-c3db-18d6-a3dd-eb9292103af1","2019-04-13","20:30","Laupäev  ","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","737000","737499","","",NA,"VT","6589749.5,737249.5",59.37923734,28.17649735
"bf528eea-b8f5-18d6-a3dd-eb9292103af1","2019-03-31","14:55","Pühapäev","","","MUU,VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737000","737499","","",NA,"VT","6589249.5,737249.5",59.37475781,28.17595009
"bf5288dc-b8f5-18d6-a3dd-eb9292103af1","2019-03-26","07:10","Teisipäev","2019-03-27","19:00","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588500","6588999","737500","737999","","",NA,"KT","6588749.5,737749.5",59.36999878,28.18417979
"5b46ceb2-b359-18d6-a899-ff92b5ec5564","2019-03-10","12:30","Pühapäev","","","VARGUS","MUU_VARGUS","VABA","MUU_FYYSILINE","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588000","6588499","738000","738499","","",NA,"KT","6588249.5,738249.5",59.36523922,28.1924072
"34467144-a875-18d6-bbfe-b1fd51f9ea6c","2019-03-10","","Pühapäev","2019-03-10","","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 2.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6587500","6587999","738000","738499","","",NA,"KT","6587749.5,738249.5",59.36075974,28.19185808
"5e6c729e-a3a1-18d6-bbfe-b1fd51f9ea6c","2019-03-05","13:10","Teisipäev","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737500","737999","","",NA,"VT","6589249.5,737749.5",59.37447828,28.18472805
"5e6c6e84-a3a1-18d6-bbfe-b1fd51f9ea6c","2019-03-04","20:00","Esmaspäev","2019-03-04","22:00","MUU","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737500","737999","","",NA,"VT","6589249.5,737749.5",59.37447828,28.18472805
"5e6c6ba0-a3a1-18d6-bbfe-b1fd51f9ea6c","2019-03-02","09:30","Laupäev  ","2019-03-03","08:00","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588000","6588499","738000","738499","","",NA,"KT","6588249.5,738249.5",59.36523922,28.1924072
"344666ae-a875-18d6-bbfe-b1fd51f9ea6c","2019-03-01","22:00","Reede     ","2019-03-02","01:00","VARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","736500","736999","","",NA,"VT","6590249.5,736749.5",59.38399587,28.16826436
"5e6c6646-a3a1-18d6-bbfe-b1fd51f9ea6c","2019-02-24","17:00","Pühapäev","2019-02-25","00:00","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737500","737999","","",NA,"VT","6590249.5,737749.5",59.38343725,28.18582501
"b73db632-97d8-18d6-bbfe-b1fd51f9ea6c","2019-02-15","14:10","Reede     ","2019-02-16","15:00","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","736500","736999","","",NA,"VT","6589249.5,736749.5",59.37503676,28.16717198
"5b46daec-b359-18d6-a899-ff92b5ec5564","2019-02-11","","Esmaspäev","2019-03-20","09:00","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","5000-49999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","737000","737499","","",NA,"KT","6589749.5,737249.5",59.37923734,28.17649735
"4a63dd44-925f-18d6-94ce-f21a86ff0799","2019-02-09","08:00","Laupäev  ","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588500","6588999","737500","737999","","",NA,"VT","6588749.5,737749.5",59.36999878,28.18417979
"4a63da6a-925f-18d6-94ce-f21a86ff0799","2019-02-08","16:00","Reede     ","2019-02-08","18:00","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","737500","737999","","",NA,"VT","6589749.5,737749.5",59.37895777,28.18527646
"b73db75e-97d8-18d6-bbfe-b1fd51f9ea6c","2019-02-07","16:00","Neljapäev","","","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737000","737499","","",NA,"VT","6590249.5,737249.5",59.38371686,28.17704476
"4a63d722-925f-18d6-94ce-f21a86ff0799","2019-02-06","00:01","Kolmapäev","2019-02-06","02:00","MUU","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","738000","738499","","",NA,"VT","6589249.5,738249.5",59.37419816,28.19350587
"5e6c70e6-a3a1-18d6-bbfe-b1fd51f9ea6c","2019-02-01","","Reede     ","2019-02-28","","MUU","","","","Karistusseadustik","§ 201.","§ 201. Omastamine","lg. 1.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","737000","737499","","",NA,"KT","6589749.5,737249.5",59.37923734,28.17649735
"5b46d164-b359-18d6-a899-ff92b5ec5564","2019-02-01","","Reede     ","2019-03-05","","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","737000","737499","","",NA,"KT","6589749.5,737249.5",59.37923734,28.17649735
"603572ca-875d-18d6-88da-f35e113740d1","2019-01-26","23:00","Laupäev  ","2019-01-27","03:00","VARGUS","MOBIILTELEFONIVARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","736500","736999","","",NA,"KT","6589249.5,736749.5",59.37503676,28.16717198
"3d6a11d4-81e9-18d6-88da-f35e113740d1","2019-01-19","22:00","Laupäev  ","2019-01-20","07:00","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6591000","6591499","736500","736999","","",NA,"VT","6591249.5,736749.5",59.39295495,28.16935731
"3d6a0b94-81e9-18d6-88da-f35e113740d1","2019-01-16","13:00","Kolmapäev","","","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","738000","738499","","",NA,"VT","6589249.5,738249.5",59.37419816,28.19350587
"ccfbfc10-79f9-18d6-88da-f35e113740d1","2019-01-13","21:30","Pühapäev","","","ROOVIMINE","MUU_ROOVIMINE","VABA","ILMA_VALVETA","Karistusseadustik","§ 200.","§ 200. Röövimine","lg. 2.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737000","737499","","",NA,"KT","6589249.5,737249.5",59.37475781,28.17595009
"ac59d06e-716f-18d6-8851-bde91eaa16c8","2018-12-30","16:00","Pühapäev","2018-12-31","10:00","VARGUS","MUU_VARGUS","VALEVOTMEGA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 2.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","737000","737499","","",NA,"KT","6590249.5,737249.5",59.38371686,28.17704476
"ac59cec0-716f-18d6-8851-bde91eaa16c8","2018-12-29","21:15","Laupäev  ","","","VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590000","6590499","738000","738499","","",NA,"VT","6590249.5,738249.5",59.38315706,28.19460512
"5b46d768-b359-18d6-a899-ff92b5ec5564","2018-12-22","18:30","Laupäev  ","2018-12-22","18:45","VARGUS","MUU_VARGUS","MUU","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 2.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737000","737499","","",NA,"KT","6589249.5,737249.5",59.37475781,28.17595009
"d23c3124-6bd8-18d6-b160-8e24a1ce793f","2018-12-19","","Kolmapäev","2018-12-22","","VARGUS","MUU_VARGUS","MUU","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 2.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","737000","737499","","",NA,"KT","6589249.5,737249.5",59.37475781,28.17595009
"ccfbf706-79f9-18d6-88da-f35e113740d1","2018-12-18","00:00","Teisipäev","","","PISIVARGUS","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 199 lg. 1","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588500","6588999","738000","738499","","",NA,"VT","6588749.5,738249.5",59.3697187,28.19295646
"ccfbf846-79f9-18d6-88da-f35e113740d1","2018-12-13","14:00","Neljapäev","2018-12-31","16:00","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","5000-49999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6590500","6590999","736500","736999","","",NA,"KT","6590749.5,736749.5",59.38847542,28.16881077
"914a8c50-60d5-18d6-b160-8e24a1ce793f","2018-12-11","18:30","Teisipäev","","","MUU,VANDALISM","","","","Karistusseadustik","§ 218.","§ 218. Varavastane süütegu väheväärtusliku asja ja varalise õiguse vastu","lg. 1.",NA,"KarS § 203 lg. 1","","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6588500","6588999","738000","738499","","",NA,"VT","6588749.5,738249.5",59.3697187,28.19295646
"914a87e6-60d5-18d6-b160-8e24a1ce793f","2018-12-02","","Pühapäev","2018-12-09","","VARGUS","MUU_VARGUS","VABA","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 1.",NA,"","500-4999","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589500","6589999","737500","737999","","",NA,"KT","6589749.5,737749.5",59.37895777,28.18527646
"31b9d514-505b-18d6-b160-8e24a1ce793f","2018-11-17","18:00","Laupäev  ","2018-11-17","22:30","VARGUS","MUU_VARGUS","AKEN_LAHTI","ILMA_VALVETA","Karistusseadustik","§ 199.","§ 199. Vargus","lg. 2.",NA,"","0-499","KORTER","Ida-Viru maakond","Narva linn","Narva linn","6589000","6589499","738000","738499","","",NA,"KT","6589249.5,738249.5",59.37419816,28.19350587
